numID	TimeSecFromBegin	xLongFromBegin	yLatFromBegin	zElevFromBegin	smoothLatitude	smoothLongitude	smoothElevation	smoothSpeed	smoothHeading	smoothAx	smoothAy	smoothAz	smoothYawrate	smoothGentimeSec	VxTheory	VyTheory	VzTheory	AxTheory	AyTheory	AzTheory	SpeedxyTheory	SpeedTotTheory	YawrateTheory
1	0	0	0	0	42.28541823	-83.73504244	211.1494166	7.296288126	228.0013537	0.956320572	9.94	0	0	351279268	5.77468735591027	5.37035015686686	-0.0646119845951997	0.777779156372105	0.835897079567142	0.0246896178237126	7.88591623502748	7.88618092453015	-4.45576793766234
1	0.100000023841858	0.577468873270303	0.537035143725812	-0.00646119999998973	42.28541336	-83.73504953	211.1429554	7.359788762	227.5557768	0.919456571	9.94	0	0	351279268.1	5.85246529009118	5.45393988475292	-0.0621430222241821	-0.259764472248635	-0.279251339754777	0.0242403732928523	7.99980063740471	8.00004199947925	-4.49088160606431
1	0.199999988079071	1.16271519297895	1.08242893715301	-0.0126755000000003	42.28540848	-83.73505661	211.1367411	7.423257206	227.1066888	0.883331325	9.94	0	0	351279268.2	5.82648885215622	5.42601476076425	-0.0597189857618002	-0.0645456186041015	0.138524268241364	0.0193796463550241	7.96175913528739	7.96198310005696	-4.51554892340937
1	0.300000011920929	1.74536421710889	1.62503054259571	-0.0186473999999919	42.28540359	-83.73506369	211.1307692	7.486705323	226.6551338	0.84786935	9.94	0	0	351279268.3	5.82003428875692	5.43986719089106	-0.057781020664251	-0.0258522106281633	0.221199367439828	0.0125303458990635	7.9664894512476	7.96669899162685	-4.52656461882567
1	0.399999976158142	2.32736743784394	2.16901706714001	-0.0244255000000067	42.2853987	-83.73507076	211.1249911	7.550129289	226.2024775	0.812981362	9.94	0	0	351279268.4	5.81744906861865	5.46198711972434	-0.0565279865224647	-0.0129094685881545	-0.0280172165232579	0.00662999683433719	7.9797253688336	7.97992558707579	-4.52461592124737
1	0.5	2.9091124834046	2.71521590933636	-0.0300782999999853	42.28539379	-83.73507783	211.1193383	7.613518051	225.7500158	0.778596947	9.94	0	0	351279268.5	5.81615812145205	5.45918539740403	-0.0558649866809596	-0.118018021677083	-0.0159312658155061	0.00366966745999825	7.97686658387628	7.97706220319855	-4.51432792370021
1	0.600000023841858	3.49072843421782	3.26113457923389	-0.0356648000000064	42.28538889	-83.73508489	211.1137518	7.676861115	225.2985829	0.744661822	9.94	0	0	351279268.6	5.80435631647058	5.45759227044265	-0.0554980198474681	-0.17078868849607	-0.00999127247594671	0.00705033163085286	7.96717425684585	7.96736754952062	-4.50365361063226
1	0.699999988079071	4.07116385828492	3.80689361109944	-0.0412145999999893	42.28538399	-83.73509194	211.108202	7.740143693	224.8482177	0.711187961	9.94	0	0	351279268.7	5.78727745372885	5.45659314355237	-0.0547929869365223	0.144546903067445	-0.0986078555610306	0.0277196767155664	7.95405488167519	7.95424360527878	-4.51005392471915
1	0.800000011920929	4.64989174163725	4.35255305555	-0.0466939000000082	42.28537908	-83.73509898	211.1027227	7.803334438	224.3972122	0.678352122	9.94	0	0	351279268.8	5.80173214748186	5.44673235564527	-0.0520210186040771	-0.364261947391243	2.1624876754455	0.0705003184719516	7.9578256618977	7.95799569310854	-4.60030864519862
1	0.899999976158142	5.23006474889933	4.8972260963242	-0.0518959999999993	42.28537418	-83.73510603	211.0975206	7.866359599	223.9371815	0.646964585	9.94	0	0	351279268.9	5.76530596576976	5.66298104585323	-0.0449709892781698	0.0169603009000631	1.55510443510766	-0.0338799838427839	8.08134315597558	8.08146828209515	-4.6002639032116
1	1	5.80659548293191	5.46352433592551	-0.0563931000000082	42.28536909	-83.73511304	211.0930235	7.930465134	223.477155	0.626164263	9.94	0	0	351279269	5.76700199626413	5.81849152644058	-0.0483589884702099	0.0127788170252718	1.28211970839211	-0.0512402943522962	8.19226193844992	8.19240466895655	-4.46725093492441
1	1.10000002384186	6.38329582005436	6.04537362729321	-0.0612289999999973	42.28536386	-83.73512005	211.0881876	7.995790838	223.0304298	0.610391808	9.94	0	0	351279269.1	5.76827987827133	5.94670352784791	-0.0534830191271034	-0.0500077791170752	1.27734795733832	-0.0848296913261411	8.28470491943971	8.28487755102775	-4.2305665129685
1	1.19999998807907	6.96012360159173	6.64004376740731	-0.0665773000000058	42.28535851	-83.73512706	211.0828393	8.062306683	222.6073733	0.599105143	9.94	0	0	351279269.2	5.76327910214804	6.07443827790021	-0.0619659852259713	-0.261514951901653	0.809580838013798	-0.099030381155467	8.37342142742592	8.37365070829926	-3.92236906483428
1	1.30000001192093	7.53645164921382	7.24748774002323	-0.0727738999999872	42.28535305	-83.73513406	211.0766427	8.129843319	222.2151363	0.591743791	9.94	0	0	351279269.3	5.73712760072287	6.15539638100351	-0.0718690257025863	-0.0021317808917306	1.16427719449836	-0.0948195829259743	8.41448380557282	8.41479072057663	-3.59157128444609
1	1.39999997615814	8.11016420411043	7.86302715798945	-0.0799608000000092	42.28534751	-83.73514104	211.0694558	8.19829105	221.8559793	0.587646526	9.94	0	0	351279269.4	5.73691442270993	6.27182405881554	-0.0813509806041712	-0.0503866046796187	0.924309873182467	-0.0931499555861959	8.49988024140545	8.50026953103724	-3.26348322192497
1	1.5	8.68385578316012	8.49020971340294	-0.0880958999999848	42.28534187	-83.73514801	211.0613207	8.267665073	221.5296309	0.585907809	9.94	0	0	351279269.5	5.73187576104066	6.36425506817106	-0.0906659783836588	-0.0415381247407827	1.06654444887054	-0.0992005522366345	8.56493679560722	8.56541666425999	-2.93921529923651
1	1.60000002384186	9.25704349592276	9.12663537195571	-0.097162499999996	42.28533615	-83.73515498	211.0522541	8.338024644	221.2357093	0.585945456	9.94	0	0	351279269.6	5.72772194757624	6.47090953848651	-0.100586035972448	-0.0780611157263305	0.911181821314441	-0.112329413850131	8.64172835513951	8.64231372461419	-2.6198329369253
1	1.69999998807907	9.82981548584108	9.77372609438661	-0.107221100000004	42.28533033	-83.73516194	211.0421955	8.409425046	220.9737261	0.587602938	9.94	0	0	351279269.7	5.71991583879529	6.56202768803155	-0.111818973340248	0.057403540245446	1.0744929613298	-0.122720681121296	8.70503558760066	8.70575373326128	-2.31057644911544
1	1.80000001192093	10.401807206094	10.4299290196407	-0.118403000000001	42.28532443	-83.73516889	211.0310136	8.481886775	220.7426684	0.59089405	9.94	0	0	351279269.8	5.72565619418844	6.66947700978244	-0.124091044378266	-0.0292506032540616	0.930096165559677	-0.106749273088583	8.79005474602206	8.79093061202054	-2.03308072708654
1	1.89999997615814	10.9743726207475	11.0968764820999	-0.130812099999986	42.28531843	-83.73517585	211.0186045	8.555355774	220.5393604	0.595798748	9.94	0	0	351279269.9	5.72273113490912	6.76248659307558	-0.134765967869473	-0.0250774326894003	0.56159700006836	-0.0476399772803038	8.85894330967216	8.85996830863863	-1.84115356103474
1	2	11.5466458706789	11.7731253026377	-0.144288700000004	42.28531235	-83.73518281	211.0051279	8.6296849	220.355245	0.602208018	9.94	0	0	351279270	5.72022339104228	6.81864630647193	-0.139529966733329	-0.0216522538396257	0.199868905247359	0.0348091724829792	8.90027488879926	8.9013685300524	-1.74599658372185
1	2.10000002384186	12.1186683461639	12.454990095854	-0.158241699999991	42.28530622	-83.73518976	210.9911749	8.704449332	220.1806453	0.609373817	9.94	0	0	351279270.1	5.71805816514209	6.83863320176191	-0.136049048655116	-0.0189153556882966	0.104936958358568	0.0974508225366468	8.91420738193747	8.91524551494957	-1.693282605565
1	2.19999998807907	12.6904739581844	13.1388531714617	-0.171846600000009	42.28530007	-83.73519671	210.97757	8.778933278	220.0113171	0.615847977	9.94	0	0	351279270.2	5.71616663024973	6.84912689384493	-0.126303969886564	-0.0165066170031902	-0.127268412865936	0.120599261543021	8.92104815325926	8.92194221263395	-1.66307260349259
