"numID","smoothVxTheory","smoothVyTheory","smoothVzTheory","smoothAxTheory","smoothAyTheory","smoothAzTheory","smoothSpeedTheory"
18,-0.000231677544952902,-0.000333211407853917,0.16332285596075,0.066729774392727,0.00367255722699998,0.000181670382782413,-0.00205732598746255
18,-0.000200586579350848,-0.000301699180074722,0.166850412433117,0.0667306602097365,0.00367594826292921,0.000181673874458677,-0.00186336009704835
18,-0.000169495613749682,-0.000270186952295415,0.170377968905483,0.0667315460267461,0.00367933929885844,0.000181677366134941,-0.00166939420663237
18,-0.000138404648147628,-0.000238674724516552,0.17390552537785,0.0667324318437556,0.00368273033478767,0.000181680857811205,-0.00147542831621816
18,-0.000107313682546462,-0.000207162496737245,0.177433081850216,0.0667333176607652,0.00368612137071689,0.000181684349487469,-0.00128146242580396
18,-7.62227169444074e-05,-0.00017565026895805,0.180960638322582,0.0667342034777748,0.00368951240664612,0.000181687841163734,-0.00108749653538798
18,-4.51317513423533e-05,-0.000144138041178965,0.184488194794949,0.0667350892947843,0.00369290344257535,0.000181691332839998,-0.000893530644973772
18,-1.40407857402991e-05,-0.000112625813399769,0.188015751267315,0.0667359751117939,0.00369629447850458,0.000181694824516262,-0.000699564754558679
18,1.70501798608669e-05,-8.11135856205736e-05,0.191543307739682,0.0667368609288034,0.00369968551443381,0.000181698316192526,-0.000505598864144474
18,4.8141145462921e-05,-4.96013578413779e-05,0.195070864212048,0.066737746745813,0.00370307655036304,0.00018170180786879,-0.000311632973730269
18,7.9232111064087e-05,-1.80891300621822e-05,0.198598420684415,0.0667386325628226,0.00370646758629226,0.000181705299545054,-0.000117667083314288
18,0.000110323076666141,1.34230977170136e-05,0.202125977156781,0.0667395183798321,0.00370985862222149,0.000181708791221318,7.62988070999171e-05
18,0.000110356117889232,1.34285039357085e-05,0.201166429906799,0.0667395183798339,0.00370985863902197,0.000181719742184412,7.63162876875612e-05
18,0.000110389159114099,1.34339101544034e-05,0.200206882656816,0.0667395183798356,0.00370985865582244,0.000181730693147506,7.63337682734289e-05
18,0.000110422200336302,1.34393163729873e-05,0.199247335406834,0.0667395183798373,0.00370985867262291,0.0001817416441106,7.63512488601847e-05
