"numID","smoothVxTheory","smoothVyTheory","smoothVzTheory","smoothAxTheory","smoothAyTheory","smoothAzTheory","smoothSpeedTheory"
65,-5.35525429026934e-05,0.465644538345405,0.0391417319799494,0.00795440419973738,-2.30223588349644,-8.41082953404011e-05,0.765646642530207
65,-5.06734354956268e-05,0.454536646717086,0.0391237106470936,0.00795440419973737,-2.18053600162056,-8.4109702366162e-05,0.740887455123149
65,-4.77943280885601e-05,0.443428755088766,0.0391056893142379,0.00795440419973737,-2.05883611974467,-8.4111109391923e-05,0.716128267716092
65,-4.49152206814657e-05,0.432320863460447,0.0390876679813822,0.00795440419973737,-1.93713623786879,-8.41125164176839e-05,0.691369080309034
65,-4.2036113274399e-05,0.421212971832127,0.0390696466485265,0.00795440419973736,-1.8154363559929,-8.41139234434449e-05,0.666609892901977
65,-3.91570058673324e-05,0.410105080203808,0.0390516253156707,0.00795440419973736,-1.69373647411701,-8.41153304692058e-05,0.641850705494919
65,-3.62778984602519e-05,0.398997188575488,0.039033603982815,0.00795440419973736,-1.57203659224113,-8.41167374949668e-05,0.617091518087862
65,-3.33987910531852e-05,0.387889296947169,0.0390155826499593,0.00795440419973736,-1.45033671036524,-8.41181445207277e-05,0.592332330680804
65,-3.05196836461047e-05,0.376781405318849,0.0389975613171036,0.00795440419973735,-1.32863682848936,-8.41195515464887e-05,0.567573143273747
65,-2.76405762390242e-05,0.36567351369053,0.0389795399842478,0.00795440419973735,-1.20693694661347,-8.41209585722496e-05,0.542813955866689
65,-2.47614688319575e-05,0.35456562206221,0.0389615186513921,0.00795440419973734,-1.08523706473758,-8.41223655980106e-05,0.518054768459632
65,-2.1882361424877e-05,0.343457730433891,0.0389434973185364,0.00795440419973734,-0.963537182861697,-8.41237726237715e-05,0.493295581052574
65,-1.90032540177965e-05,0.332349838805571,0.0389254759856807,0.00795440419973734,-0.841837300985811,-8.41251796495325e-05,0.468536393645517
65,-1.61241466107437e-05,0.321241947177252,0.0389074546528249,0.00795440419973734,-0.720137419109925,-8.41265866752934e-05,0.443777206238459
65,-1.32450392036493e-05,0.310134055548932,0.0388894333199692,0.00795440419973733,-0.598437537234039,-8.41279937010544e-05,0.419018018831402
65,-1.03659317965826e-05,0.299026163920613,0.0388714119871135,0.00795440419973733,-0.476737655358153,-8.41294007268153e-05,0.394258831424344
65,-7.4868243895021e-06,0.287918272292293,0.0388533906542578,0.00795440419973733,-0.355037773482267,-8.41308077525762e-05,0.369499644017287
65,-4.60771698243545e-06,0.276810380663974,0.038835369321402,0.00795440419973732,-0.23333789160638,-8.41322147783372e-05,0.344740456610229
65,-1.72860957535492e-06,0.265702489035654,0.0388173479885463,0.00795440419973732,-0.111638009730494,-8.41336218040981e-05,0.319981269203172
65,1.15049783171173e-06,0.254594597407335,0.0387993266556906,0.00795440419973732,0.0100618721453918,-8.41350288298591e-05,0.295222081796115
65,0.00610750756638226,0.247199503801314,0.0417384289533303,-0.078065687804432,0.0018288190208165,-8.4144270074439e-05,0.304564203628089
65,0.0122138646349328,0.239804410195294,0.04467753125097,-0.164085779808601,-0.00640423410375883,-8.4153511319019e-05,0.313906325460062
65,0.0183202217034834,0.232409316589273,0.0476166335486097,-0.250105871812771,-0.0146372872283342,-8.41627525635989e-05,0.323248447292037
65,0.0244265787720339,0.225014222983252,0.0505557358462494,-0.33612596381694,-0.0228703403529095,-8.41719938081789e-05,0.332590569124011
65,0.0305329358405845,0.217619129377232,0.0534948381438891,-0.42214605582111,-0.0311033934774848,-8.41812350527588e-05,0.341932690955985
65,0.036639292909135,0.210224035771211,0.0564339404415288,-0.508166147825279,-0.0393364466020601,-8.41904762973388e-05,0.351274812787958
65,0.0427456499776856,0.202828942165191,0.0593730427391685,-0.594186239829448,-0.0475694997266355,-8.41997175419187e-05,0.360616934619932
65,0.0488520070462361,0.19543384855917,0.0623121450368082,-0.680206331833618,-0.0558025528512108,-8.42089587864986e-05,0.369959056451907
65,0.0549583641147866,0.188038754953149,0.0652512473344479,-0.766226423837787,-0.0640356059757861,-8.42182000310786e-05,0.37930117828388
