"numID","smoothVxTheory","smoothVyTheory","smoothVzTheory","smoothAxTheory","smoothAyTheory","smoothAzTheory","smoothSpeedTheory","smoothYawrateTheory"
54,1.64740332109394,1.40333989216052,-0.0636309013123181,-40.6421265357157,41.1901347776568,0.480668586036077,5.32369141176157,11.6023954312445
54,1.72669475111435,3.0918894749723,-0.0424671373682487,11.216671663766,-9.98279924126408,-0.234783863135455,5.3872785486023,-22.5208088971514
54,1.80653196531727,3.44086637271463,-0.0543930370466402,6.92706803290373,-1.62396945706421,0.487342538093909,5.45099028093289,-31.5137271773877
54,1.88666809900624,3.70402293854085,-0.106383665577932,19.5748398209175,11.2940713822002,-2.32640102487633,5.51507495281181,-36.1644402524463
54,1.96693348713673,4.4497896159138,-0.248071734043044,2.43437894362153,-3.58175212840309,-0.0641613417534169,5.57958465073883,-21.5006484054299
54,2.04684765285741,4.94006089323569,-0.247470705375876,-41.1969421770272,14.846822916321,2.46995143955043,5.64395677786608,-20.9172698409659
54,2.12638097499286,5.85646636818386,-0.09791149782704,-3.17771918735739,-1.38906824809867,-0.516318969879286,5.70819358726836,24.5485239581278
54,2.20660229982952,6.11016787388574,-0.0418691699884342,0.425888311441117,2.17026384786271,0.113877629623712,5.77197156741537,22.7829320846124
54,2.28763419204423,5.91187160552804,-0.0209851175783445,-24.19922024927,-14.3884503145083,0.0068123784991022,5.83526081784119,19.3099190474835
54,2.36950122534763,4.97416320741357,-0.0138610069448168,82.1700897895872,6.77819459726507,0.107768075467094,5.89807139237292,44.5330079257238
54,2.45279966246895,4.20873555131292,-0.0217448100388589,-26.2170342723915,-33.5360123945041,-0.318326685988285,5.96061691497471,37.6747167637124
54,2.53548854322062,2.50390928555175,-0.0607190834365423,-18.3964734595757,5.60273135713579,0.175417417453969,6.02281993718253,-3.44624379279773
54,2.61822494435173,2.76413530686708,-0.128467217576237,-7.25545585618044,29.9418590194997,-1.75602136588609,6.08603965238444,12.8818169627332
54,2.70151528908532,4.50326775693787,-0.255330086477418,-6.40558215911799,-3.10584716102836,0.407712092624114,6.15040156104125,35.7285465440907
54,2.78557871173081,5.13997255496285,-0.29738348663704,-5.66061761003087,0.941411472295211,-0.0800150365050253,6.21475329758376,33.8486204563543
54,2.87060707804594,5.37415691140774,-0.305510371418064,20.6792357427722,-0.118062268542448,0.0920565352774918,6.27904791861297,29.7448475731062
54,2.95676013473704,5.41908762736761,-0.2925638499646,29.8935824471452,4.67787377922146,-0.276268511917149,6.34323924817631,25.808355461647
54,3.04352357631308,5.24098718393802,-0.247526513456245,-26.8233270812803,-34.0215398606533,1.31445746327124,6.40742829467476,22.3495211143466
54,3.13016410142557,4.54069067880489,-0.123541854070944,8.98046483548776,54.052160482733,0.645779746298054,6.47142077213934,20.3529268470762
