"numID","smoothLatitude","smoothLongitude","smoothElevation","smoothSpeed","smoothHeading","smoothAx","smoothAy","smoothAz","smoothYawrate","smoothGentimeSec","ID"
75,42.2843400760231,-83.7272299962871,220.599972873566,11.0006890869023,339.148755952395,0.193722866918388,9.94,0,0,351277794.7,"ID18002919003811313448"
75,42.2843480663443,-83.7272340178261,220.579988117328,11.0325767402213,339.667688209883,0.217066588587536,9.94,0,0,351277794.8,"ID18002919003811313448"
75,42.2843560560868,-83.7272380353689,220.560026175511,11.0644673801519,340.186179756255,0.240683574223135,9.94,0,0,351277794.9,"ID18002919003811313448"
75,42.2843640452529,-83.7272420489189,220.540087016475,11.0963610274341,340.704231449635,0.264598696100461,9.94,0,0,351277795,"ID18002919003811313448"
75,42.2843720338449,-83.7272460584796,220.520170608617,11.1282577028095,341.221844147421,0.288837140477565,9.94,0,0,351277795.1,"ID18002919003811313448"
75,42.2843800218653,-83.7272500640541,220.500276920369,11.160157427022,341.739018706284,0.31342443412023,9.94,0,0,351277795.2,"ID18002919003811313448"
75,42.2843900002455,-83.7272598929705,220.499286950481,11.2001850626225,341.498058439712,0.323569047418739,9.94,0,0,351277795.3,"ID18002919003811313448"
75,42.2844000004158,-83.7272599809099,220.449702407166,11.2497669148141,342.007749393363,0.34214160308508,9.94,0,0,351277795.4,"ID18002919003811313448"
75,42.2844100000226,-83.727260064875,220.400140471769,11.2993518948654,342.517003508798,0.36111914571753,9.94,0,0,351277795.5,"ID18002919003811313448"
75,42.2844200011307,-83.7272660468646,220.360178735023,11.3154911923525,342.314772543057,0.33797541928284,9.94,0,0,351277795.6,"ID18002919003811313448"
75,42.2844300016813,-83.7272720248851,220.320239464298,11.3316336604427,342.112105247236,0.315232292189522,9.94,0,0,351277795.7,"ID18002919003811313448"
75,42.2844400016774,-83.7272779989413,220.280322596291,11.3477793096342,341.909001285913,0.292865812468156,9.94,0,0,351277795.8,"ID18002919003811313448"
75,42.284450001122,-83.7272839690384,220.240428067732,11.363928150427,341.705460322942,0.270852424816251,9.94,0,0,351277795.9,"ID18002919003811313448"
75,42.284460000018,-83.7272899351812,220.200555815389,11.3800801933236,341.501482021453,0.249168945790927,9.94,0,0,351277796,"ID18002919003811313448"
75,42.2844700000061,-83.7272900004905,220.198602472598,11.4003742431728,341.32022804979,0.248453902652771,9.94,0,0,351277796.1,"ID18002919003811313448"
75,42.2844800000059,-83.7272901064718,220.101384895902,11.4399862879011,339.696449380467,0.26709525940254,9.94,0,0,351277796.2,"ID18002919003811313448"
75,42.2844900000059,-83.7272998947768,220.098614575856,11.4788938998824,339.188887955061,0.256982939857941,9.94,0,0,351277796.3,"ID18002919003811313448"
75,42.2845000000059,-83.7273001064669,220.001405089739,11.4607187284074,339.09329334214,0.195319126276466,9.94,0,0,351277796.4,"ID18002919003811313448"
75,42.2845100000058,-83.7273100000371,220.000019561331,11.4796405466581,338.697082786939,0.168425894035914,9.94,0,0,351277796.5,"ID18002919003811313448"
75,42.2845200000058,-83.7273198930535,219.999989662014,11.4800141794873,338.059479569199,0.115673532571562,9.94,0,0,351277796.6,"ID18002919003811313448"
75,42.2845300000025,-83.7273200526916,219.999276791531,11.4811228962481,337.569585920485,0.12094056135547,9.94,0,0,351277796.7,"ID18002919003811313448"
75,42.2845399996981,-83.7273250020243,219.949275895898,11.5401878034946,336.994633292915,0.196101284965388,9.94,0,0,351277796.8,"ID18002919003811313448"
75,42.2845499988718,-83.7273299474373,219.899296815003,11.599256027474,336.419235530208,0.271513192890652,9.94,0,0,351277796.9,"ID18002919003811313448"
75,42.2845598948024,-83.7273301070453,219.80139479415,11.6199310276441,336.339375417376,0.237995212596245,9.94,0,0,351277797,"ID18002919003811313448"
75,42.2845602115428,-83.7273400011815,219.798614438436,11.6370497185723,335.897662899531,0.155186803404856,9.94,0,0,351277797.1,"ID18002919003811313448"
75,42.2845797896112,-83.7273499988981,219.701385071533,11.5019071425744,335.223619467096,-0.163600263033707,9.94,0,0,351277797.2,"ID18002919003811313448"
75,42.2845802104,-83.7273598924746,219.698614302165,11.4651958888651,334.722910313036,-0.13008276093372,9.94,0,0,351277797.3,"ID18002919003811313448"
75,42.2845997884684,-83.7273600000428,219.601385071882,11.6966488231796,334.775167924162,0.331303170270092,9.94,0,0,351277797.4,"ID18002919003811313448"
75,42.2846001052088,-83.7273601076109,219.598614304462,11.7551502335675,334.438884714548,0.345337919926218,9.94,0,0,351277797.5,"ID18002919003811313448"
75,42.2846100011362,-83.7273700011873,219.501385074207,11.5633576321605,334.905226252623,-0.0563377332784233,9.94,0,0,351277797.6,"ID18002919003811313448"
75,42.2846200000176,-83.7273799988979,219.498614306844,11.5448564664329,334.671365627532,-0.0441622888255574,9.94,0,0,351277797.7,"ID18002919003811313448"
75,42.2846300000056,-83.7273898924743,219.401385080599,11.7770018772345,333.403464555259,0.409313303163654,9.94,0,0,351277797.8,"ID18002919003811313448"
75,42.2846400000054,-83.7273900000425,219.398614594529,11.8544170105909,332.970691635475,0.411035890395694,9.94,0,0,351277797.9,"ID18002919003811313448"
