"numID","smoothLatitude","smoothLongitude","smoothElevation","smoothSpeed","smoothHeading","smoothAx","smoothAy","smoothAz","smoothYawrate","smoothGentimeSec","ID"
18,42.2863100045621,-83.7328299508716,207.302141115889,0.0197165507958887,41.7929900879435,0.00714339050135489,9.94,0,0,351277166.1,"ID180029190027582-6155"
18,42.2863100000775,-83.7328299993841,207.397922993555,0.000276116979561536,41.799608630245,-0.0485657213764843,9.94,0,0,351277166.2,"ID180029190027582-6155"
18,42.286310000007,-83.7328299998722,207.399955909623,0.000276215517908796,41.7999823195734,-0.045260337248533,9.94,0,0,351277166.3,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998771,207.399999076546,0.0197237842015703,41.8000034184359,0.0262529580908818,9.94,0,0,351277166.4,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.400000908695,0.0197237842203712,41.8000046096982,0.0314752464284017,9.94,0,0,351277166.5,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.400044103291,0.000276216897989734,41.800004676958,-0.0150684841704189,9.94,0,0,351277166.6,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.402078323792,0.000276216888346781,41.8000046807556,-0.0205643624513235,9.94,0,0,351277166.7,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.497921660506,0.0197237835124362,41.80000468097,-0.000298324632417218,9.94,0,0,351277166.8,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.499955881007,0.0197237329517721,41.8000046809821,-0.00903755101896292,9.94,0,0,351277166.9,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.499999075616,0.000272505380984001,41.8000046809828,-0.0710888494244568,9.94,0,0,351277167,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.500000908352,7.52829650352282e-06,41.8000046809828,-0.0812032357271505,9.94,0,0,351277167.1,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.50004410297,0.000272556640064536,41.8000046809828,-0.0675123125583161,9.94,0,0,351277167.2,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.502078323884,0.0197274444686482,41.8000046809828,0.00806310736188698,9.94,0,0,351277167.3,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.597921680038,0.0199924721044127,41.8000046809828,0.0223222776642012,9.94,0,0,351277167.4,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.599956816494,0.0197274437704982,41.8000046809828,0.014924877224992,9.94,0,0,351277167.5,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.600043166823,0.000272506089187274,41.8000046809828,-0.034703820234962,9.94,0,0,351277167.6,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.602078303691,3.86875669544651e-06,41.8000046809828,-0.0423303020981851,9.94,0,0,351277167.7,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.697921679286,7.57958507069389e-06,41.8000046809828,-0.0291664492272522,9.94,0,0,351277167.8,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.699956816156,0.000544906916291943,41.8000046809828,-0.014166055433814,9.94,0,0,351277167.9,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.700043166492,0.0394474631986244,41.8000046809828,0.0443921567655911,9.94,0,0,351277168,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.702078303362,0.0394475144578381,41.8000046809828,0.0315437237168287,9.94,0,0,351277168.1,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.797921678957,0.00054866970202827,41.8000046809828,-0.0884472857720937,9.94,0,0,351277168.2,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.799956815825,0.000279980401983515,41.8000046809828,-0.0936471586416722,9.94,0,0,351277168.3,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.800043166154,0.0197238354896321,41.8000046809828,0.00148146220299103,9.94,0,0,351277168.4,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.80207830261,0.0197237329516362,41.8000046809828,0.0169880044126565,9.94,0,0,351277168.5,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.897921658756,0.00027245339400217,41.8000046809828,-0.00399848091926577,9.94,0,0,351277168.6,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.899955879256,3.76407452851169e-06,41.8000046809828,-0.00871462692179462,9.94,0,0,351277168.7,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.899999054434,5.25572509957328e-08,41.8000046809828,-0.0102776649645556,9.94,0,0,351277168.8,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.899999971215,1.99658511945700e-09,41.8000046809828,-0.0130349438436691,9.94,0,0,351277168.9,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.900000010114,5.25670298401337e-08,41.8000046809828,-0.0246554087081023,9.94,0,0,351277169,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.900000926894,3.76478259234148e-06,41.8000046809828,-0.0218925704896314,9.94,0,0,351277169.1,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.900044102063,0.000272504652945038,41.8000046809828,0.00293797840410712,9.94,0,0,351277169.2,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.902078322151,0.0197274437505248,41.8000046809828,0.00776453991663714,9.94,0,0,351277169.3,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.997921658856,0.0199924720943558,41.8000046809828,0.00601144909730573,9.94,0,0,351277169.4,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.999955879357,0.0197274437604422,41.8000046809828,-0.0071972452811829,9.94,0,0,351277169.5,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,207.999999073966,0.000272505371064824,41.8000046809828,-0.0685994856320626,9.94,0,0,351277169.6,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,208.000000906702,3.81676957417199e-06,41.8000046809828,-0.071141033146786,9.94,0,0,351277169.7,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,208.000044101311,3.81607102184489e-06,41.8000046809828,-0.0218908095189665,9.94,0,0,351277169.8,"ID180029190027582-6155"
18,42.2863100000059,-83.7328299998772,208.002078321812,0.000272454092417718,41.8000046809828,-0.0061349938485841,9.94,0,0,351277169.9,"ID180029190027582-6155"
