"u","smoothVxTheory","smoothVyTheory","smoothVzTheory","smoothAxTheory","smoothAyTheory","smoothAzTheory","smoothSpeedTheory","smoothYawrateTheory"
70,0.558507399592223,10.3249273172364,-0.157919982230997,42.5864290498766,39.0381591902464,-5.61011118112917,9.49552895497317,38.9866913383534
70,4.81507827535592,14.2294395944989,-0.71911293090969,-1.33466880233642,-1.39480537383199,0.0228921939379864,13.6082557406001,11.2932407896983
70,4.679835381267,14.0908868666048,-0.716914456325428,-1.27602302766326,-1.14544991975812,0.0323332432032242,13.3938666491518,11.1388060271467
70,4.5505809289413,13.9773394764589,-0.713759408439456,-1.29785209503605,-0.776261508864319,0.0410747994616631,13.299661670977,8.14958526327972
70,4.4195511557051,13.9007850281822,-0.709723382271511,43.5840772114779,26.0930948664817,-0.632206610302358,12.7079936472935,5.63499624528305
70,8.77665563864756,16.5112075167016,-0.773011239607884,-0.0958273244593373,-1.48495502477668,0.0124750765333075,17.0874033599963,7.26548635710743
70,8.76568420742242,16.3638415337124,-0.771828691242248,0.354767550202564,-1.2129646074935,0.0170611308370713,16.9912258474943,7.15728871145919
70,8.79959334922582,16.2436825549766,-0.770186285818817,0.0338416035294444,-0.941900693200395,0.0211510842745086,16.8138821016831,9.5884705922448
70,8.800938286125,16.1505436860888,-0.768142902905523,-65.5451805269731,-38.7231570031931,-0.351376904787554,17.4924530274662,3.66653700454124
70,2.24486790545071,12.2792786146326,-0.803347757301844,2.32460359384157,-18.0764183028117,5.390372963584,10.5436366719094,7.9884487904908
70,2.47547156798783,10.4725292625052,-0.264394538025799,51.9428248201573,20.279873007334,-5.83613503742112,10.2580751158905,34.2005077831721
70,7.66829180868318,12.50160325611,-0.848077333388732,1.65637452175133,37.2516025216358,-0.846579061588209,14.2845694557974,9.40142816672837
70,7.83267283685357,16.2279655454901,-0.93280122777617,1.51894265012241,-0.761053460845176,-0.00474462448351949,15.8741672591263,-10.2838483885075
70,7.98283083488192,16.1530780512028,-0.933333643193547,-63.5989211627193,-45.6537581019097,7.64632695539811,16.3982576080865,4.37681782164059
70,1.62136477781156,11.5886907371249,-0.168779853037123,39.4518387123151,30.7866421555193,-2.02969017534632,10.0623311621285,16.9668592994464
70,5.5651551382222,14.6683531744884,-0.371824596469278,-1.42362236601778,-1.02626000629378,0.0576191193561039,14.1930625717828,6.98418450950525
70,5.42147712548477,14.5667838091759,-0.366134775981382,-1.46040454407222,-1.02905095860351,0.0548310481568726,14.1542007869058,4.9262438759118
70,5.27426772025016,14.4649420079826,-0.360725115779698,61.0315302139624,22.3127835083971,-5.28678451603214,13.6831031054219,4.66317620782546
70,11.3762368023601,16.6974353630174,-0.889460590345006,1.42154395646857,-0.72259332804084,-0.00461489583340512,18.6632592595851,3.69869461730706
70,11.5167421557759,16.6263176666994,-0.889982004787764,-95.1806882422385,-56.4526619100645,6.60016057573382,19.5134564050367,7.61123493935309
70,1.99697642050618,10.9819727750807,-0.230050367851598,28.5685761399946,11.2640241895236,-5.00957979759964,10.5711583704483,5.10222534104888
70,4.85277592760807,12.1094205770294,-0.731073709631224,29.0086213184518,-3.83662080619517,5.15433495810599,12.2135967252862,6.62882496577949
70,7.75261346491465,11.7268670532223,-0.215707433380236,109.623776860033,84.4959545782894,-6.52670206610868,13.6249587061865,24.5085288161036
70,18.7135410304694,20.1776320946108,-0.868437292085949,-171.536668193069,-86.9266928658807,6.72930417443903,26.4568924485077,4.11477811006704
70,1.55762424986085,11.4860228655469,-0.195585595086513,28.8508173128313,7.67550496755622,-5.27623965355423,10.3779377574599,1.17888901150931
70,4.44068134055888,12.2546925330859,-0.723276050242684,-16.184298533987,-10.798033600755,5.47070049145329,12.186439243289,2.91359450643246
70,2.82086423945931,11.1759054225874,-0.176283072724834,73.9936241882926,46.9416708842939,-3.57347284421023,10.3823602770877,11.0019386657226
70,10.2191582313941,15.8711911524946,-0.533695125817862,0.451965909081236,-1.35965317932006,0.014929123988681,17.6403196261371,3.82587070553171
70,10.262965344996,15.7363395697421,-0.53226825969084,-11.841638500084,-28.9291799984243,-2.30448221656756,18.048545008333,12.0389311447134
70,9.07708018896382,12.8445662230441,-0.762777395379158,-61.5662026059278,-16.1020650139399,5.92919499097325,15.9976101286866,12.4490451964814
70,2.91893286289106,11.2353817759661,-0.169937910494966,46.2244410426707,45.6139819242195,-3.26589289388205,10.7134206215446,-0.240687707535884
70,7.54009785468228,15.7979192214905,-0.496594443817699,0.973424239873707,-0.685425052424706,0.0151993726876443,15.7885638532244,-21.6224810561053
70,7.63649755597383,15.7304997452419,-0.495134599219301,34.8356302732569,-37.5267658426089,0.451387738521552,15.7628498934247,0.0600664890630631
70,11.1189106399987,11.978889423792,-0.45005609830682,-2.35911181771091,-2.09099476562991,0.0180741639226045,16.9269476056743,29.5685612298316
70,10.8818137705421,11.7707848775006,-0.448317128101819,-43.8923258598215,-9.4753193041348,3.32213830862916,16.8667896631362,16.4172354663243
70,6.49092077751392,10.8242542592506,-0.116178530491463,-3.37445656369613,-2.20329962039573,0.0524955150584611,13.4518695387794,14.0612497818582
70,6.15167948947644,10.6049639063828,-0.111007423885905,37.3410713179127,21.2938626564109,-6.41449796073525,13.0364390655529,12.9235326382675
70,9.88446147453934,12.7356314402449,-0.752514773954189,4.82919501958043,30.7973731182784,2.21931773161819,15.7780755464234,-6.78553001716097
70,10.3659301020076,15.8166296140086,-0.530644340399358,1.49207996109009,-0.645027844145585,0.0162460452985025,17.63281167934,-9.59089108060136
70,10.5133790660386,15.7533105261084,-0.529080726950507,-66.4259595943056,-47.1222497634747,3.62400345169376,18.4148891230706,-4.74232724639404
70,3.86946023537157,11.042098810328,-0.166754121296952,79.0844696225367,13.2451616137398,-5.57844704551295,11.3196079349974,7.3050542774967
70,11.776899414064,12.3677339097445,-0.724656737724311,-49.3957216742137,-16.9966909865449,6.13052567268701,17.5756179362786,8.49234796552759
70,6.83628051659485,10.6690744274875,-0.111673437513867,57.0397372992048,8.01356871227225,0.558294257435872,13.1736627476939,30.3397203940286
70,12.5384775620793,11.4714258200122,-0.0559249514516304,-132.713416297135,-1.45283782833327,0.0286850529571565,19.3019352226648,6.2829493050617
70,-0.732824847766086,11.3273156313763,-0.0531270903437964,255.048712931147,94.3702684197328,-7.91428444246637,6.71406789344378,-23.024077359798
70,24.7702032885855,20.7657276336227,-0.844598039130884,-200.828901133107,-90.4383273881152,7.71361416729926,31.1076744908606,8.48448335117394
70,4.6851025185594,11.7229281579784,-0.0733066752325045,22.9765055669238,-6.08911923128308,0.373296505659033,12.5023133339799,-0.272970076387428
70,6.98077178275627,11.1150229229823,-0.0360502152848071,-6.54962385977485,-4.30587724709526,-0.829423347803212,13.9820366110515,12.1812187108847
70,6.3243366365056,10.685424764447,-0.11906771980954,57.9785735481477,14.7820607800191,-6.19138563081621,12.8992504326816,8.54162394339487
70,12.1210175711138,12.1648042883444,-0.738264085416557,-65.228082712273,-19.9382711693055,5.18297988949518,17.7446427256571,-3.58442726428149
70,5.5971934994979,10.1720486864877,-0.22003449142718,121.190314939014,23.2291427133363,-5.39449682946812,11.5564352397528,13.9780020599133
70,17.7150261275254,12.4961656318629,-0.759540849593836,-158.726098519004,-23.4962649630325,6.64000435028223,22.489027130014,-1.48459634077331
70,1.8415593861246,10.1475723344532,-0.0956113668966215,119.609586364213,9.80551923883617,0.325620630586689,8.96016305108131,-13.2857275562379
70,13.8011178069169,11.1292638092107,-0.0631082020263994,-9.66749885937841,-2.04124533435554,-0.673126104136117,18.6223979541712,36.5926395850066
70,12.8327328868384,10.9261453672928,-0.130498345073025,-50.5269764329644,8.94589354619743,-5.57029899238271,18.505605899455,-4.35510939425723
70,7.77906315755485,11.822006798035,-0.687580860594765,48.1328510315163,-8.16333876216831,5.61033120249189,13.6889148234107,-21.8820496170817
70,12.5908463648897,11.006865397974,-0.126606730777518,-15.6491425356688,2.28381150768729,1.09754450485816,17.6548617016717,16.0799573217595
70,11.0246083945481,11.2362925020394,-0.0169202275382638,-2.08586264672528,-1.46920922730756,0.0736162535738565,16.6801794933381,4.4646916112572
70,10.8146221438993,11.0905003426218,-0.00962259770867989,-1.99617259815839,-2.02946036602579,0.0585471577936397,16.4191810584706,7.08427017043187
70,10.6132938602861,10.8886898024057,-0.00383357083818259,-19.0666296817301,1.28737124598014,0.0450697978664539,16.2797258786156,3.66338611641574
70,8.70498372605252,11.0185583426365,0.00060665349224634,1.40794392246484,1.01810854179479,-0.0138104590622402,14.8207528847669,-4.63859303695061
70,8.84432409088503,11.1215050712787,-0.00084012513513658,-1.15727581606866,-1.99503576786217,0.0523169721025362,15.0137619551002,-7.52954377770484
70,8.72759596599266,10.9231418739877,0.00433068822361887,56.8298700247311,3.55987458258657,-0.319266510314771,14.349551909656,8.33654895133394
70,14.4093738491044,11.2802470833811,-0.0276598054126591,-56.2034208638009,-6.00885888513687,-0.18992287332896,19.3986009767374,11.8358960767454
70,8.78767170727066,10.6804526308689,-0.0467206795140685,34.1996600246167,2.78260020934302,-2.75008400253011,14.6564353098548,-6.13621004384928
70,12.2062947818914,10.9599485166673,-0.321785896869675,-0.335571878647243,-0.955326710412554,0.0417506786795252,17.0527223357467,2.99271388267798
70,12.1712293660423,10.8656153336967,-0.317669415829503,-0.296012251538094,-1.30954725736116,0.0318879948125612,16.9223728379365,7.46447279453556
70,12.1396115881537,10.7356801411161,-0.314555192371013,-139.785716085385,-75.7926037510103,3.00699686568954,18.560454700797,-4.0550298257939
70,-1.83908317581362,3.15762299945831,-0.0139173333812133,318.84906685123,150.957684979878,-9.31891704232811,1.77375394039398,5.86896693000666
70,30.0446229302129,18.2545699268824,-0.945866757776195,-321.588787032476,-154.736757714144,8.67451895583413,34.9291187989227,11.1048588925949
70,-2.11557130166409,2.78195566364397,-0.0784844720721496,227.262115697579,86.586811761164,-7.04858155475665,2.72236607738755,0.767230289015196
70,20.6092469278625,11.441908546048,-0.783394557841143,-119.940405081228,-12.5783682509654,6.61589432218469,23.5875346494521,9.88713018753391
70,8.61320800685161,10.1851832051337,-0.121868714088789,55.0866489232365,7.70063754771611,0.516831061583321,13.858711848917,0.211097193620607
70,14.1197970854159,10.9564073253682,-0.0702512091319381,-100.513197197939,-14.5357809884781,-0.171362673306348,19.3104264835153,-4.45298075606748
70,4.06703456398032,9.50385425872153,-0.087458728932458,90.1397874585873,-27.3709224296352,-3.8280137836619,10.5682986428977,-10.7786065243064
70,13.0800138833242,6.76793827897232,-0.470314415992496,-1.3966491615789,-1.12029244994328,0.0505747008426972,15.995479599676,33.5294007549592
70,12.9392899420911,6.65698384380466,-0.465326287462784,10.5130222335343,41.4646908208264,-3.8883589779651,15.8054726611521,5.47904637636802
70,13.9895078199726,10.8047546837805,-0.854214432908507,0.602578956589739,-4.51965021110028,3.19841217614619,17.7239368886873,-17.1943510695734
70,14.0481917357888,10.3541010185576,-0.534424810932083,1.63631441895548,-1.14109965819073,0.0235069963195066,17.8086864776681,-1.29208997968158
70,14.2100001012873,10.241093673811,-0.53213553695463,-88.8503033822948,-78.5095005751103,4.32827711932468,18.9233684129009,12.1011393716622
70,5.32336791057314,2.39121127095739,-0.0993784455261714,106.686701877888,82.9752502059573,-6.86042899584196,8.246723944485,12.1224513473359
70,15.9913760063822,10.6899836875489,-0.785474591533261,-30.6064877042653,-7.86281837095084,5.23380637667197,19.1316851898486,-9.14751345025017
